"headword1","headword2","headword3","headword","base","base1","mng","mng1","equiv","equiv1","{ePSD2}",,,
"šugur","[sickle]","N","šugur[sickle]N","{urud}šu-gur₁₀","<sup>urud</sup>šu-gur₁₀","sickle","sickle","–","–","{ePSD2}",,,
"Šugur.X.X","[0]","PN","Šugur.X.X[0]PN","šu-gur-x-x","šu-gur-x-x","–","Šugur.X.X","–","–","{ePSD2}",,,
"šugura","[turban]","N","šugura[turban]N","{tug₂}šu-gur-ra, gur, šu-gur, {tug₂}gur-gur-ra, {tug₂}šu-gur₄, šu-gur-ra","<sup>tug₂</sup>šu-gur-ra<br>gur<br>šu-gur<br><sup>tug₂</sup>gur-gur-ra<br><sup>tug₂</sup>šu-gur₄<br>šu-gur-ra","turban","turban","–","–","{ePSD2}",,,
"šugurgur","[purification]","N","šugurgur[purification]N","šu-gur-gur","šu-gur-gur","purification (ceremony), swabbings","purification (ceremony)<br>swabbings","takpertu, kupīrātu","takpertu<br>kupīrātu","{ePSD2}",,,
"šuguru","[~dates]","N","šuguru[~dates]N","šu-guru₅, šu-gur₅-ru","šu-guru₅<br>šu-gur₅-ru","container for fruit, basket","container for fruit<br>basket","šugrû, šugarrû","šugrû<br>šugarrû","{ePSD2}",,,
"Šuḫalbi","[1]","DN","Šuhalbi[1]DN","šu-hal-bi","šu-ḫal-bi","1","Šuḫalbi","–","–","{ePSD2}",,,
"šuḫugari","[~textile]","N","šuhugari[~textile]N","šu-hu-ga-ri₂","šu-ḫu-ga-ri₂","qualification of a textile","qualification of a textile","–","–","{ePSD2}",,,
"šuḫum","[stone?]","N","šuhum[stone?]N","{na₄}šu-hu-um","<sup>na₄</sup>šu-ḫu-um","a stone or shell","a stone or shell","–","–","{ePSD2}",,,
"šuḫum","[leather object]","N","šuhum[leather object]N","{kuš}šu-ha-um, {kuš}šu-hu-um, šu-ha-um, šu-hu-um","<sup>kuš</sup>šu-ḫa-um<br><sup>kuš</sup>šu-ḫu-um<br>šu-ḫa-um<br>šu-ḫu-um","leather object","leather object","–","–","{ePSD2}",,,
"šuḫuz","[set fire to]","V/t","šuhuz[set fire to]V/t","šu-ru-uz, šu-hu-uz","šu-ru-uz<br>šu-ḫu-uz","set fire to","set fire to","–","–","{ePSD2}",,,
"Šuili","[1]","PN","Šuili[1]PN","šu-i₃-li","šu-i₃-li","1","Šuili","–","–","{ePSD2}",,,
"Šuili","[2]","PN","Šuili[2]PN","šu-i₃-li₂","šu-i₃-li₂","2","Šuili","–","–","{ePSD2}",,,
"Šuili","[3]","PN","Šuili[3]PN","šu-i₃-li₂","šu-i₃-li₂","3","Šuili","–","–","{ePSD2}",,,
"Šuili","[4]","PN","Šuili[4]PN","šu-i₃-li₂","šu-i₃-li₂","4","Šuili","–","–","{ePSD2}",,,
"Šuilišu","[1]","RN","Šuilišu[1]RN","{d}šu-i₃-li₂-šu, šu-i₃-li₂-šu","<sup>d</sup>šu-i₃-li₂-šu<br>šu-i₃-li₂-šu","1","Šuilišu","–","–","{ePSD2}",,,
"Šuilišu","[2]","PN","Šuilišu[2]PN","šu-i₃-li₂-su","šu-i₃-li₂-su","2","Šuilišu","–","–","{ePSD2}",,,
"Šuiliya","[1]","PN","Šuiliya[1]PN","{d}šu-i₃-li₂-a","<sup>d</sup>šu-i₃-li₂-a","1, 1","Šuiliya","–","–","{ePSD2}",,,
"Šuiškur","[1]","PN","Šuiškur[1]PN","šu-{d}iškur","šu-<sup>d</sup>iškur","1","Šuiškur","–","–","{ePSD2}",,,
"Šuiškur","[2]","PN","Šuiškur[2]PN","šu-{d}iškur","šu-<sup>d</sup>iškur","2","Šuiškur","–","–","{ePSD2}",,,
"Šukabta","[1]","PN","Šukabta[1]PN","šu-kab-ta₂, šu-{d}kab-ta₂","šu-kab-ta₂<br>šu-<sup>d</sup>kab-ta₂","1","Šukabta","–","–","{ePSD2}",,,
"Šukaletuda","[1]","PN","Šukaletuda[1]PN","šu-kal-le-tud-da, šu-kal-e-tud-da","šu-kal-le-tud-da<br>šu-kal-e-tud-da","1","Šukaletuda","–","–","{ePSD2}",,,
"šukama","[pregnant woman]","N","šukama[pregnant woman]N","šu-kam-ma","šu-kam-ma","a pregnant woman","a pregnant woman","–","–","{ePSD2}",,,
"šukama","[desire]","N","šukama[desire]N","šu-kam-ma, niŋ₂-šu-kam-ma, niŋ₂-ugu-gam-ma, šu-kam₂-ma","šu-kam-ma<br>niŋ₂-šu-kam-ma<br>niŋ₂-ugu-gam-ma<br>šu-kam₂-ma","desire, need","desire<br>need","–","–","{ePSD2}",,,
"šukara","[carpenter]","N","šukara[carpenter]N","{lu₂}{ŋeš}šu-kara₂, {ŋeš}šu-kara₂","<sup>lu₂</sup><sup>ŋeš</sup>šu-kara₂<br><sup>ŋeš</sup>šu-kara₂","carpenter","carpenter","naggāru","naggāru","{ePSD2}",,,
"šukara","[tool]","N","šukara[tool]N","{ŋeš}šu-kara₂, šu-kar₂, {ŋeš}šu-gar₆","<sup>ŋeš</sup>šu-kara₂<br>šu-kar₂<br><sup>ŋeš</sup>šu-gar₆","tool, implement, utensil","tool<br>implement<br>utensil","unūtu","unūtu","{ePSD2}",,,
"šukarak","[instrument]","N","šukarak[instrument]N","{ŋeš}šu-kara₂","<sup>ŋeš</sup>šu-kara₂","a musical instrument","a musical instrument","–","–","{ePSD2}",,,
"šukbar","[unmng]","N","šukbar[unmng]N","šukbar","šukbar","(unknown meaning)","(unknown meaning)","–","–","{ePSD2}",,,
"šukešed","[clothing]","N","šukešed[clothing]N","šu-keš₂","šu-keš₂","clothing","clothing","ṣimdu","ṣimdu","{ePSD2}",,,
"šukin","[prostration]","N","šukin[prostration]N","šu-kin, šu-ku-un","šu-kin<br>šu-ku-un","prostration","prostration","šukênu","šukênu","{ePSD2}",,,
"šukin dab","[prostrate]","V/t","šukin dab[prostrate]V/t","šu-kin %sux:dab₅, šu-kin %sux:dab-dab","šu-kin dab₅<br>šu-kin dab-dab","to prostrate oneself","to prostrate oneself","kamāsu","kamāsu","{ePSD2}",,,
"Šukubu","[1]","PN","Šukubu[1]PN","šu-ku-bu","šu-ku-bu","1","Šukubu","–","–","{ePSD2}",,,
"Šukubum","[1]","PN","Šukubum[1]PN","šu-ku-bu-um","šu-ku-bu-um","1","Šukubum","–","–","{ePSD2}",,,
"šukud","[fisherman]","N","šukud[fisherman]N","šu-ku₆, šu-HA@g, {lu₂}šu-ku₆, {lu₂}šu-ku₆-da, šu-HA@g-a, šu-HA@t, šu-ku₆-da, šu-ku₆-de₃, šu-ku₆-re₆, {mu-lu}šu-ku₆","šu-ku₆<br>šu-ḪA <i>gunû</i><br><sup>lu₂</sup>šu-ku₆<br><sup>lu₂</sup>šu-ku₆-da<br>šu-ḪA <i>gunû</i>-a<br>šu-ḪA <i>tenû</i><br>šu-ku₆-da<br>šu-ku₆-de₃<br>šu-ku₆-re₆<br><sup>mu-lu</sup>šu-ku₆","fisherman, hunter, catcher","fisherman<br>hunter<br>catcher","bāʾeru","bāʾeru","{ePSD2}",,,
"šukud a mun","[fisherman]","N","šukud a mun[fisherman]N","{lu₂}šu-ku₆ %sux:a %sux:mun","<sup>lu₂</sup>šu-ku₆ a mun","salt-water fisherman","salt-water fisherman","–","–","{ePSD2}",,,
"šukudsašubadre","[fisherman]","N","šukudsašubadre[fisherman]N","šu-ku₆-sa-šu-bad-re₆","šu-ku₆-sa-šu-bad-re₆","a fisherman","a fisherman","–","–","{ePSD2}",,,
"šukultum","[banquet]","N","šukultum[banquet]N","šu-ku-ul-tum","šu-ku-ul-tum","banquet","banquet","šūkultu","šūkultu","{ePSD2}",,,
"šukum","[unmng]","N","šukum[unmng]N","šukumₓ(|LAGAB×KUL|)","šukumₓ(|LAGAB×KUL|)","(unknown meaning)","(unknown meaning)","–","–","{ePSD2}",,,
"šukur","[ration]","N","šukur[ration]N","šukur₂, šuku-ra-e, šuku-da","šukur₂<br>šuku-ra-e<br>šuku-da","food allocation, ration, dependent","food allocation<br>ration<br>dependent","kurummatu","kurummatu","{ePSD2}",,,
"šukur","[lance]","N","šukur[lance]N","šukur, {urud}šukur, {ŋeš}šukur, šukur{zabar}, šu-gur, {urud}šu-gur, šukur{kug-sig₁₇}, {gi}šukur, {ŋeš}šu-ku-ru, šukur{kug-babbar}","šukur<br><sup>urud</sup>šukur<br><sup>ŋeš</sup>šukur<br>šukur<sup>zabar</sup><br>šu-gur<br><sup>urud</sup>šu-gur<br>šukur<sup>kug-sig₁₇</sup><br><sup>gi</sup>šukur<br><sup>ŋeš</sup>šu-ku-ru<br>šukur<sup>kug-babbar</sup>","lance, spear, fence created with stakes, pin, needle","lance<br>spear<br>fence created with stakes<br>pin<br>needle","šukurru","šukurru","{ePSD2}",,,
"šukur","[land]","N","šukur[land]N","šukur₂","šukur₂","prebend land","prebend land","šukūsu","šukūsu","{ePSD2}",,,
"šukurud","[ration]","N","šukurud[ration]N","šukur₂-ud","šukur₂-ud","daily ration","daily ration","–","–","{ePSD2}",,,
"šul","[youth]","N","šul[youth]N","šul, {ŋeš}šul, šul-šul, si-il, šul-la, šul-la₂, su, su-lu","šul<br><sup>ŋeš</sup>šul<br>šul-šul<br>si-il<br>šul-la<br>šul-la₂<br>su<br>su-lu","youth, young man, (to be) manly","youth<br>young man<br>(to be) manly","eṭlu","eṭlu","{ePSD2}",,,
"Šul-IDIM","[0]","DN","Šul-IDIM[0]DN","{d}šul-IDIM-AN, {d}šul-IDIM","<sup>d</sup>šul-IDIM-AN<br><sup>d</sup>šul-IDIM","–","Šul-IDIM","–","–","{ePSD2}",,,
"Šul-MUŠ×PA","[1]","DN","Šul-MUŠ×PA[1]DN","{d}šul-|MUŠ×PA|","<sup>d</sup>šul-|MUŠ×PA|","1","Šul-MUŠ×PA","–","–","{ePSD2}",,,
"Šul-X","[1]","DN","Šul-X[1]DN","{d}šul-x","<sup>d</sup>šul-x","1","Šul-X","–","–","{ePSD2}",,,
"ŠUL.eden","[0]","DN","ŠUL.eden[0]DN","{d}ŠUL-edin","<sup>d</sup>ŠUL-edin","–","ŠUL.eden","–","–","{ePSD2}",,,
"Šul.IDIM","[0]","DN","Šul.IDIM[0]DN","{d}šul-IDIM","<sup>d</sup>šul-IDIM","–","Šul.IDIM","–","–","{ePSD2}",,,
"Šul.MUŠ×PA","[1]","DN","Šul.MUŠ×PA[1]DN","{d}šul-|MUŠ×PA|","<sup>d</sup>šul-|MUŠ×PA|","1","Šul.MUŠ×PA","–","–","{ePSD2}",,,
"Šul.pa.e₃.DAR.a","[1]","DN","Šul.pa.e₃.DAR.a[1]DN","{d}šul-pa-e₃-DAR-a","<sup>d</sup>šul-pa-e₃-DAR-a","1","Šul.pa.e₃.DAR.a","–","–","{ePSD2}",,,
"Šul.X.mu.DU","[0]","DN","Šul.X.mu.DU[0]DN","{d}šul-x-mu-DU","<sup>d</sup>šul-x-mu-DU","–","Šul.X.mu.DU","–","–","{ePSD2}",,,
"šulal","[defiled]","AJ","šulal[defiled]AJ","šu-lal₂","šu-lal₂","soiled, defiled","soiled<br>defiled","–","–","{ePSD2}",,,
"šulalum","[punishment]","N","šulalum[punishment]N","šul-a-lum","šul-a-lum","punishment","punishment","ennittu","ennittu","{ePSD2}",,,
"Šulazida","[1]","DN","Šulazida[1]DN","{d}šul-a₂-zid-da","<sup>d</sup>šul-a₂-zid-da","1","Šulazida","–","–","{ePSD2}",,,
"šulaʾa","[consignment]","N","šulaʾa[consignment]N","šu-la₂-a, šu-la₂","šu-la₂-a<br>šu-la₂","a type of consignment","a type of consignment","qīptu","qīptu","{ePSD2}",,,
"Šulbarag","[1]","PN","Šulbarag[1]PN","šul-barag","šul-barag","1","Šulbarag","–","–","{ePSD2}",,,
"Šulbisimtuma","[0]","PN","Šulbisimtuma[0]PN","{d}šul-bi-si₂-im-tum-ma","<sup>d</sup>šul-bi-si₂-im-tum-ma","–","Šulbisimtuma","–","–","{ePSD2}",,,
"šulbiʾum","[~lock]","N","šulbiʾum[~lock]N","šu-ul-bi₂-um","šu-ul-bi₂-um","part of a door lock","part of a door lock","šulbû","šulbû","{ePSD2}",,,
"Šulgi-Nanna","[1]","SN","Šulgi-Nanna[1]SN","{d}šul-gi-{d}nanna{ki}, šul-gi-na-an-na{ki}","<sup>d</sup>šul-gi-<sup>d</sup>nanna<sup>ki</sup><br>šul-gi-na-an-na<sup>ki</sup>","1","Šulgi-Nanna","–","–","{ePSD2}",,,
"Šulgikiʾursagkalama","[0]","PN","Šulgikiʾursagkalama[0]PN","{d}šul-gi-ki-ur₅-ša₆-kalam-ma","<sup>d</sup>šul-gi-ki-ur₅-ša₆-kalam-ma","–","Šulgikiʾursagkalama","–","–","{ePSD2}",,,
"Šulginanna","[1]","SN","Šulginanna[1]SN","{d}šul-gi-{d}nanna{ki}","<sup>d</sup>šul-gi-<sup>d</sup>nanna<sup>ki</sup>","1","Šulginanna","–","–","{ePSD2}",,,
"Šulgir","[1]","RN","Šulgir[1]RN","{d}šul-gi, šul-gi, {d}šul-gi-ra, {m}{d}šul-gi, {d}šul-gi{ki}, {d}šu-gi, šul-gi-re","<sup>d</sup>šul-gi<br>šul-gi<br><sup>d</sup>šul-gi-ra<br><sup>m</sup><sup>d</sup>šul-gi<br><sup>d</sup>šul-gi<sup>ki</sup><br><sup>d</sup>šu-gi<br>šul-gi-re","1","Šulgir","–","–","{ePSD2}",,,
"Šulgir.X","[1]","PN","Šulgir.X[1]PN","{d}šul-gi-x","<sup>d</sup>šul-gi-x","1","Šulgir.X","–","–","{ePSD2}",,,
"Šulgirdanirŋal","[1]","PN","Šulgirdanirŋal[1]PN","{d}šul-gi-da-nir-ŋal₂","<sup>d</sup>šul-gi-da-nir-ŋal₂","1","Šulgirdanirŋal","–","–","{ePSD2}",,,
"Šulgirḫasis","[1]","PN","Šulgirhasis[1]PN","{d}šul-gi-ha-si₂-is","<sup>d</sup>šul-gi-ḫa-si₂-is","1","Šulgirḫasis","–","–","{ePSD2}",,,
"Šulgirili","[1]","PN","Šulgirili[1]PN","{d}šul-gi-i₃-li₂","<sup>d</sup>šul-gi-i₃-li₂","1","Šulgirili","–","–","{ePSD2}",,,
"Šulgirili","[2]","PN","Šulgirili[2]PN","{d}šul-gi-i₃-li₂","<sup>d</sup>šul-gi-i₃-li₂","2","Šulgirili","–","–","{ePSD2}",,,
"Šulgirili","[3]","PN","Šulgirili[3]PN","{d}šul-gi-i₃-li₂","<sup>d</sup>šul-gi-i₃-li₂","3","Šulgirili","–","–","{ePSD2}",,,
"Šulgirili","[4]","PN","Šulgirili[4]PN","{d}šul-gi-i₃-li₂","<sup>d</sup>šul-gi-i₃-li₂","4","Šulgirili","–","–","{ePSD2}",,,
"Šulgirili","[5]","PN","Šulgirili[5]PN","{d}šul-gi-i₃-li₂","<sup>d</sup>šul-gi-i₃-li₂","5","Šulgirili","–","–","{ePSD2}",,,
"Šulgirili","[6]","PN","Šulgirili[6]PN","{d}šul-gi-i₃-li₂","<sup>d</sup>šul-gi-i₃-li₂","6","Šulgirili","–","–","{ePSD2}",,,
"Šulgiririŋu","[1]","PN","Šulgiririŋu[1]PN","{d}šul-gi-iri-ŋu₁₀","<sup>d</sup>šul-gi-iri-ŋu₁₀","1","Šulgiririŋu","–","–","{ePSD2}",,,
"Šulgirsipadkalamak","[1]","PN","Šulgirsipadkalamak[1]PN","{d}šul-gi-sipad-kalam-ma","<sup>d</sup>šul-gi-sipad-kalam-ma","1","Šulgirsipadkalamak","–","–","{ePSD2}",,,
"Šulgiršamši","[1]","PN","Šulgiršamši[1]PN","{d}šul-gi-{d}UTU{ši}","<sup>d</sup>šul-gi-<sup>d</sup>UTU<sup>ši</sup>","1","Šulgiršamši","–","–","{ePSD2}",,,
"Šulgirutu","[1]","SN","Šulgirutu[1]SN","{d}šul-gi-{d}utu{ki}","<sup>d</sup>šul-gi-<sup>d</sup>utu<sup>ki</sup>","1","Šulgirutu","–","–","{ePSD2}",,,
"Šulgisimti","[1]","PN","Šulgisimti[1]PN","{d}šul-gi-si₂-im-ti, {d}šul-gi-si₂-im-tum","<sup>d</sup>šul-gi-si₂-im-ti<br><sup>d</sup>šul-gi-si₂-im-tum","1","Šulgisimti","–","–","{ePSD2}",,,
"šulḫi","[wall]","N","šulhi[wall]N","šul-hi","šul-ḫi","outer wall","outer wall","šalhû","šalḫû","{ePSD2}",,,
"šulila","[~sandals]","N","šulila[~sandals]N","šu-li-la","šu-li-la","a qualification of sandals","a qualification of sandals","–","–","{ePSD2}",,,
"šulileš","[exulting]","AJ","šulileš[exulting]AJ","šu-li-le-eš","šu-li-le-eš","exulting","exulting","šūlulu","šūlulu","{ePSD2}",,,
"Šullala","[1]","DN","Šullala[1]DN","{d}šu-ul-la-la","<sup>d</sup>šu-ul-la-la","1","Šullala","–","–","{ePSD2}",,,
"Šullat","[1]","DN","Šullat[1]DN","{d}šullat₂, šullat, {d}šullatₓ(|PA.PA|), {d}su-ul-la-at, {d}{+x-x-lat}šullat, {d}{+x}šullat₂, {d}šullat","<sup>d</sup>šullat₂<br>šullat<br><sup>d</sup>šullatₓ(|PA.PA|)<br><sup>d</sup>su-ul-la-at<br><sup>d</sup><sup>+x-x-lat</sup>šullat<br><sup>d</sup><sup>+x</sup>šullat₂<br><sup>d</sup>šullat","1","Šullat","–","–","{ePSD2}",,,
"šulmanum","[gift]","N","šulmanum[gift]N","šu-ul-ma-nu-um","šu-ul-ma-nu-um","greeting-gift","greeting-gift","šulmānu","šulmānu","{ePSD2}",,,
"Šulme","[1]","RN","Šulme[1]RN","šul-me-e","šul-me-e","1","Šulme","–","–","{ePSD2}",,,
"Šulpae","[1]","DN","Šulpae[1]DN","{d}šul-pa-e₃, šul-pa-e₃, {d}šul-pa-e₃-a, su-ul-pa₃-e, {d}šul-pa-e₂, {mul}{d}šul-pa-e₃, su-pa₃-e","<sup>d</sup>šul-pa-e₃<br>šul-pa-e₃<br><sup>d</sup>šul-pa-e₃-a<br>su-ul-pa₃-e<br><sup>d</sup>šul-pa-e₂<br><sup>mul</sup><sup>d</sup>šul-pa-e₃<br>su-pa₃-e","1, 1","Šulpae","–","–","{ePSD2}",,,
"Šulpaeamaš","[1]","DN","Šulpaeamaš[1]DN","{d}šul-pa-e₃-amaš, {d}šul-pa-e₃-amaš-a","<sup>d</sup>šul-pa-e₃-amaš<br><sup>d</sup>šul-pa-e₃-amaš-a","1","Šulpaeamaš","–","–","{ePSD2}",,,
"Šulpaetaria","[1]","DN","Šulpaetaria[1]DN","{d}šul-pa-e₃-ta-ri-a","<sup>d</sup>šul-pa-e₃-ta-ri-a","1","Šulpaetaria","–","–","{ePSD2}",,,
"Šulpiriŋ","[0]","DN","Šulpiriŋ[0]DN","{d}šul-piriŋ","<sup>d</sup>šul-piriŋ","–","Šulpiriŋ","–","–","{ePSD2}",,,
"Šulšaga","[1]","DN","Šulšaga[1]DN","{d}šul-šag₄-ga","<sup>d</sup>šul-šag₄-ga","1","Šulšaga","–","–","{ePSD2}",,,
"Šulšaganak","[1]","DN","Šulšaganak[1]DN","{d}šul-šag₄-ga-na, {d}šul-šag₄-ga, {d}šul-šag₄-na, šul-šag₄-ga-na, {d}šul-šag₄-ga-an-na, {d}šul-šag₄-ga-na-a, {d}šul-šag₄-ga-ni, šul-šag₄","<sup>d</sup>šul-šag₄-ga-na<br><sup>d</sup>šul-šag₄-ga<br><sup>d</sup>šul-šag₄-na<br>šul-šag₄-ga-na<br><sup>d</sup>šul-šag₄-ga-an-na<br><sup>d</sup>šul-šag₄-ga-na-a<br><sup>d</sup>šul-šag₄-ga-ni<br>šul-šag₄","1","Šulšaganak","–","–","{ePSD2}",,,
"Šulšagani","[1]","DN","Šulšagani[1]DN","{d}šul-šag₄-ga-ni","<sup>d</sup>šul-šag₄-ga-ni","1","Šulšagani","–","–","{ePSD2}",,,
"Šulšeš","[1]","PN","Šulšeš[1]PN","šul-šeš","šul-šeš","1","Šulšeš","–","–","{ePSD2}",,,
"šulu","[bird]","N","šulu[bird]N","šu-lu₂{mušen}, šu-nu{mušen}, šu-nu","šu-lu₂<sup>mušen</sup><br>šu-nu<sup>mušen</sup><br>šu-nu","a bird","a bird","huqu, hāzû","ḫuqu<br>ḫāzû","{ePSD2}",,,
"šuluḫ","[cleansing]","N","šuluh[cleansing]N","šu-luh, šu₂-luh, {+šu₂}šu-luh, šu₄-luh, šu-luh-ha","šu-luḫ<br>šu₂-luḫ<br><sup>+šu₂</sup>šu-luḫ<br>šu₄-luḫ<br>šu-luḫ-ḫa","ritual cleansing, cleaning (of a canal)","ritual cleansing<br>cleaning (of a canal)","–","–","{ePSD2}",,,
"šulum","[object]","N","šulum[object]N","šu-lum{zabar}","šu-lum<sup>zabar</sup>","a metal object","a metal object","–","–","{ePSD2}",,,
"Šulutul","[1]","DN","Šulutul[1]DN","{d}šul-utul₁₀","<sup>d</sup>šul-utul₁₀","1","Šulutul","–","–","{ePSD2}",,,
"Šulzaginak","[1]","DN","Šulzaginak[1]DN","{d}šul-za-gin₃-na","<sup>d</sup>šul-za-gin₃-na","1","Šulzaginak","–","–","{ePSD2}",,,
"Šulzidmaḫana","[1]","DN","Šulzidmahana[1]DN","{d}šul-zid-mah-an-na","<sup>d</sup>šul-zid-maḫ-an-na","1","Šulzidmaḫana","–","–","{ePSD2}",,,
"šum","[fish]","N","šum[fish]N","šum{ku₆}, {ku₆}šum","šum<sup>ku₆</sup><br><sup>ku₆</sup>šum","a fish","a fish","–","–","{ePSD2}",,,
"šum","[garlic]","N","šum[garlic]N","šum₂, šum₂{sar}, SI, šum, šum₂{+si}{sar}, {u₂}šum₂{sar}, šum{sar}, šum₂-šum₂","šum₂<br>šum₂<sup>sar</sup><br>SI<br>šum<br>šum₂<sup>+si</sup><sup>sar</sup><br><sup>u₂</sup>šum₂<sup>sar</sup><br>šum<sup>sar</sup><br>šum₂-šum₂","garlic, onion","garlic<br>onion","šūmū","šūmū","{ePSD2}",,,
"šum","[give]","V/t","šum[give]V/t","šum₂, šum₂-šum₂, šu, šum, šu-mu, šum-ma, šum₂(|SUM×DIŠ|), šum₂{+šu}, sum₂, šu-um, šum-ma-šum-ma, šum₂-ma-am₃, šum₂-mu-us₂","šum₂<br>šum₂-šum₂<br>šu<br>šum<br>šu-mu<br>šum-ma<br>šum₂(|SUM×DIŠ|)<br>šum₂<sup>+šu</sup><br>sum₂<br>šu-um<br>šum-ma-šum-ma<br>šum₂-ma-am₃<br>šum₂-mu-us₂","to give","to give","nadānu","nadānu","{ePSD2}",,,
"šum","[slaughter]","V/t","šum[slaughter]V/t","šum, šum-šum","šum<br>šum-šum","to slaughter","to slaughter","ṭabāhu","ṭabāḫu","{ePSD2}",,,
"šum₂.GUD","[vegetable]","N","šum₂.GUD[vegetable]N","šum₂-GUD","šum₂-GUD","an alliaceous vegetable","an alliaceous vegetable","–","–","{ePSD2}",,,
"Šumaḫ","[1]","DN","Šumah[1]DN","{d}šu-mah, šu-mah","<sup>d</sup>šu-maḫ<br>šu-maḫ","1","Šumaḫ","–","–","{ePSD2}",,,
"šumaḫ","[mighty]","AJ","šumah[mighty]AJ","šu-mah","šu-maḫ","mighty","mighty","–","–","{ePSD2}",,,
"Šumaḫana","[1]","DN","Šumahana[1]DN","{d}šu-mah-an-na, šu-mah-an-na","<sup>d</sup>šu-maḫ-an-na<br>šu-maḫ-an-na","1","Šumaḫana","–","–","{ePSD2}",,,
"Šumarduk","[1]","PN","Šumarduk[1]PN","{m}šu-{d}marduk","<sup>m</sup>šu-<sup>d</sup>marduk","1","Šumarduk","–","–","{ePSD2}",,,
"šumargi","[avenger]","N","šumargi[avenger]N","šu-mar-gi, šu-ma-ar-gi, šu-mar-gi₄","šu-mar-gi<br>šu-ma-ar-gi<br>šu-mar-gi₄","avenger","avenger","šuŋargi[avenger]N, mutēr gimilli","mutēr gimilli","{ePSD2}",,,
"šumašaga","[~boat]","N","šumašaga[~boat]N","{gi}šu₂-ma₂-šag₄-ga","<sup>gi</sup>šu₂-ma₂-šag₄-ga","a boat part","a boat part","–","–","{ePSD2}",,,
"šumdilmun","[vegetable]","N","šumdilmun[vegetable]N","šum₂-dilmun","šum₂-dilmun","an alliaceous vegetable","an alliaceous vegetable","–","–","{ePSD2}",,,
"šumdum","[lip]","N","šumdum[lip]N","šu-um-du-um, šu-um-du","šu-um-du-um<br>šu-um-du","lip","lip","nundum[lip]N, šaptu","šaptu","{ePSD2}",,,
"šumdur","[plant]","N","šumdur[plant]N","šum₂-dur{sar}","šum₂-dur<sup>sar</sup>","a plant","a plant","–","–","{ePSD2}",,,
"šumelum","[vegetable]","N","šumelum[vegetable]N","šum₂-el-lum{sar}, šum₂-e-lum, šum₂-el-lum","šum₂-el-lum<sup>sar</sup><br>šum₂-e-lum<br>šum₂-el-lum","an alliaceous vegetable","an alliaceous vegetable","–","–","{ePSD2}",,,
"Šumeru","[Sumer]","GN","Šumeru[Sumer]GN","ki-in-gi","ki-in-gi","Sumer","Sumer","–","–","{ePSD2}",,,
"šumgamme","[saw]","N","šumgamme[saw]N","{urud}šum-gam-me, šum-gam-me, {urud}šum-gam-ma, šum-gam-ma, šum-gam-ma{zabar}, šum-gam-me{zabar}","<sup>urud</sup>šum-gam-me<br>šum-gam-me<br><sup>urud</sup>šum-gam-ma<br>šum-gam-ma<br>šum-gam-ma<sup>zabar</sup><br>šum-gam-me<sup>zabar</sup>","a saw","a saw","šaššāru","šaššāru","{ePSD2}",,,
"šumgar","[onion]","N","šumgar[onion]N","šum₂-gar₄, šum₂-gar₄{sar}","šum₂-gar₄<br>šum₂-gar₄<sup>sar</sup>","an onion","an onion","–","–","{ePSD2}",,,
"šumgaz","[vegetable]","N","šumgaz[vegetable]N","šum₂-gaz, šum₂{sar}-gaz, šum₂-gaz₂","šum₂-gaz<br>šum₂<sup>sar</sup>-gaz<br>šum₂-gaz₂","an alliaceous vegetable","an alliaceous vegetable","–","–","{ePSD2}",,,
"šumgaz","[object]","N","šumgaz[object]N","{ŋeš}šum₂-gaz","<sup>ŋeš</sup>šum₂-gaz","an object for processing vegetables","an object for processing vegetables","–","–","{ePSD2}",,,
"šumḫuš","[vegetable]","N","šumhuš[vegetable]N","šum₂-huš-a{sar}, šum₂-huš{sar}, šum₂-huš","šum₂-ḫuš-a<sup>sar</sup><br>šum₂-ḫuš<sup>sar</sup><br>šum₂-ḫuš","an alliaceous vegetable, a type of onion","an alliaceous vegetable<br>a type of onion","–","–","{ePSD2}",,,
"šumin","[bar]","N","šumin[bar]N","{ŋeš}šu-min₃","<sup>ŋeš</sup>šu-min₃","(door) bar","(door) bar","–","–","{ePSD2}",,,
"šumin","[stone]","N","šumin[stone]N","{na₄}šu-min₃, šu-min₃, {na₄}šu-min","<sup>na₄</sup>šu-min₃<br>šu-min₃<br><sup>na₄</sup>šu-min","a stone or mineral used in medicine","a stone or mineral used in medicine","šumēnu","šumēnu","{ePSD2}",,,
"šumme","[saw]","N","šumme[saw]N","{urud}šum, šum, šum{urud}, {urud}šum-me, šum-me, šum-me{zabar}","<sup>urud</sup>šum<br>šum<br>šum<sup>urud</sup><br><sup>urud</sup>šum-me<br>šum-me<br>šum-me<sup>zabar</sup>","saw, sickle","saw<br>sickle","šaššāru [saw]","šaššāru","{ePSD2}",,,
"šumŋešnimbar","[vegetable]","N","šumŋešnimbar[vegetable]N","šum₂-ŋešnimbar","šum₂-ŋešnimbar","an alliaceous vegetable","an alliaceous vegetable","–","–","{ePSD2}",,,
"Šumsala","[1]","MN","Šumsala[1]MN","šum₂-sal-la","šum₂-sal-la","1","Šumsala","–","–","{ePSD2}",,,
"šumsaŋ","[garlic]","N","šumsaŋ[garlic]N","šum₂-saŋ{sar}","šum₂-saŋ<sup>sar</sup>","garlic","garlic","–","–","{ePSD2}",,,
